sentence	emotion
I asked you never to speak to me again .	1
I would like to know you .	2
Let me borrow that pen again .	1
They're all friends of mine .	5
Once at sea , if we get there , our troubles will have just begun .	4
Put this on , and for the love of God ,	1
Maybe you sleep together once in a while .	7
It is not the one .	6
What a good idea .	5
Styles Court is even glorious !	7
He'd been caught stealing rations . - I see .	7
There's plenty of money on you too .	2
Women will be the death of you yet , [PERSON] .	3
You're going to do all right without me .	8
We'll try to be fair .	8
This doesn't make sense .	7
Well , you fixed everything !	8
Well , I don't know , Captain .	6
Well , the least we can do for [PERSON] is find out what we can about [PERSON] .	8
They'll rip off your head and shit down your neck !	1
Ain't nobody in the world gonna drive this except me .	1
I loved your drawing .	5
You never said a goddamn word about a tilting hydraulic body .  	1
She was a terrific girl , [PERSON] .	2
Big - hearted guy .	8
Let go , you asshole !	1
No more questions .	1
You're light again , [PERSON] .	2
I wondered if you'd like to talk about your ... desires .	8
And now we need a law enforcement unit able to meet the enemy on his own ground and carrying enough firepower to get the job done .	4
I don't know if I can afford it .	6
Well , you never even asked me why I was going .	1
I thought I was doing smart business .	6
Agreed .	8
You'll stump to [LOCATION] with the rest of us .	1
I can't handle basic training again , man .	6
Why won't you let me help you ?	6
You are an old man who will make trouble with his mouth .	3
It's black smoke .	4
Well , that's a dangerous thing to do .	4
There's no stopping what can't be stopped .	4
That does sound nice .	5
I'm getting frightfully healthy , you know .	2
Lord , camphor is the only known cure .	8
What the fuck you doing ?	1
What are you doing , making a career out of this ?	7
June , your dog just upchucked .	3
You didn't get legal advice ?	7
Don't be so impolite in the future	3
I wanted to ask you a couple of questions .	2
I'm not going back to work now , thank you very much .	1
[PERSON] sat here ?	7
The tow place ? - Yeah . Great .	8
Hey , wait for me .	4
And we didn't know how to help her deal with it .	6
What was I supposed to think when you didn't come home ?	1
We were wandering around , that's how we got robbed .	4
Mother of God . [PERSON] ' dog ? - You said pig .	1
Would you spend the rest of your life with me ?	8
Did I go too far ?	4
Concentrating on a few pieces of onerous legislation is not a plan .	3
You've done the right thing .	8
I've got a surprise for you .	8
I can't , and God knows the department can't .	6
We are moving , babe .	8
Just give me some coffee , will you , babe ?	2
Why did they pull out ?	7
Do not lie to me , [PERSON] .	1
[PERSON] olla ! , I told him my problem , I told him I loved you and he told me to keep my trap shut .	1
It's good , isn't it ?	5
You look lovely , lovely .	5
l 'm done .	1
You need a hand with those ?	8
Darling , why weren't you disappointed ?	7
What were they counting on ?	7
No . Decide already !	1
Your orders .	8
We all wan na get out , and we're going to .	2
Does this mean [PERSON] and Miss [PERSON] are engaged ?	7
One step closer , and I'll snap her pretty neck .	1
No . Not the rangers . What'll I do ?	4
You're free . You're free from doubt . Free from having to make painful choices .	5
The country agencies are in desperate need of these funds .	4
If you don't mind , you owe me two more for tiring out my cattle .	1
What a tool !	7
Besides , I really do repent . Really .	3
I'm meeting somebody .	2
This asshole from the coroner's wants her on two stretchers .	3
[PERSON] , you remind me of someone I used to know .	7
When are you gonna fight a real fighter ?	1
You sure you ain't got me mixed up with somebody else ?	7
Sure , go ahead .	8
Now I know exactly what you think of me , and why .	3
I find this hard to say without sounding condescending , but I'm proud of you .	7
You don't like to see me enjoying myself .	6
This is the calendar for the day .	2
I'm getting richer all the time .	5
Hey , what the hell are you going to Frenchy movies for , anyway ?	1
They're going to nail us , no matter what we do .	4
I think your lab boys will find that paint's a perfect match .	2
You wouldn't be offended if I call the police ?	7
I need a minute .	3
He wouldn't have , unless he were discouraged and angry .	6
It was blocking him from coming out .	6
Die ... damn it !	1
He heard a fragment of her conversation with the mother - in - law , when it demanded what it links was it showing any thing ?	8
Come on , cut that shit out .	3
I say , what a jolly idea .	5
Maybe it's best I do remember .	4
Yeah , and in this heat ... I mean , [PERSON] and barbecue !	2
I bet he has fleas .	3
These are precarious times .	4
Scrub all day and I can still smell it ...	3
It could still come back at any time	4
Then we understand each other .	8
I love those .	5
There's no need for that .	1
Come on , tell me the truth .	8
His life means nothing .	3
You and the boys take care of him .	8
Came here to play .	2
I have to go now .	7
It's not an easy thing to do .	4
Someone will take care of you right away .	8
You couldn't have timed it better .	5
All right ? So I'll play you even .	2
I remember once ... we put my mum's canary in the oven .	5
It's a bit like Monopoly , only more people get hurt .	3
I think they call that love , little brother .	5
It's love at first sight .	5
You ought to be shown up .	1
Yeah , yeah , yeah .	1
This document lists the compartmented operations out of the Nellis facility , what the public wrongly calls Area .  	3
I'll be right there .	8
Go get them and get them quick !	4
And without actual damages ...	5
On the day he presented it , I congratulated him .	8
You can give me two dollars extra for making me nervous .	1
I'm going to [LOCATION] , back where I belong .	2
What happened in church ?	7
You're a fool , you're bagged - out with sauce .	1
But it's nothing I wanted my daughter or anybody down at the Bureau to make a big deal about , either .	4
To be agreed upon price .	8
I'm a sick man .	6
Adrian can really cook !	5
What intelligent devils !	8
This is all a cover - up .	3
Coward !	1
I'm looking good .	5
Oh , pardon me ... Your reverend and holy slime ball .	3
Get back .	4
Does not this makes you laugh ?	7
If [PERSON]'s found dead , that'll make for more questions and deeper probes .	4
What I mean is , if you were gonna tell everybody I'm a hooker , - why didn't you let me wear my clothes ?	1
He goes to dance his joy .	5
Let's go in .	2
Senator [PERSON] , I'm pleased you could make it .	5
Mr who ?	7
You're positively an incredible human being .	5
Just please help us .	4
They'd never approve of that being released .	4
I'm peeing my pants .	3
I'm in bad shape .	6
How long will you be able to keep the litigation going on your own resources ?	1
Ever since they lost our luggage you have been sourcastic with me , and irritable , and insensitive and intolerant !	3
He ought to be president .	8
That cunt is no good .	3
Here , in the house of God .	8
Fabulous .	5
What in the hell are you doing here at this hour of the morning ?	7
If we find him , we can deal with the High Priest	2
Rocky , I don't wan na make sandwiches .	1
I forget a lot of things and I. . .	6
Gim me a good reason why not .	1
Why don't you just hit me in the head with a hammer ?	1
And guess what ? We're coming to see you tomorrow .	8
Too little , too late .	6
They got ta know [PERSON]'s gonna pull out their livers .	1
[PERSON] , I'm in paradise .	5
Don't you raise your voice to me !	1
I'd like you to have this .	8
What do you say we all dance ?	2
Oh , my god .	7
Don't touch that television !	1
I like your bat .	5
If you print anything now , I'll be exposed .	4
Perhaps you would like to do it for me ?	8
You're beautiful .	8
So , now it's time to pay the fiddler !	1
She's in the bathroom .	1
You protect a fruit stand , man , a shoeshine parlor , you know ?	7
Unhappy Brom , already bested at every turn , saw himself once more outmatched .	6
Why were you hiding the evidence ?	3
Am I good with that statement ? I marked it up .	8
I'll never have a girl like that 	6
We'll do this thing together .	8
You'll have a chance to judge for yourself .	8
Oh yeah ? You wan na tell me why ?	1
Wait , I forgot to lock the front door !	4
I can't tell you how glad I am to see you .	5
Everybody except me .	6
I sure pity the people that have to breathe in the daytime .	3
Tell me what you gave to him !	1
Silence this fool , [PERSON] .	3
We are finished .	4
Then I think you need to see a doctor .	4
[PERSON] , do you know what you did ?	3
